,NAME,ADDRESS,STAR_AVG,STAR_DIST_DECENDING,REVIEW_TITLE,REVIEW_STAR,REVIEW,VISIT_DATE,WRITE_DATE,LANGUAGE
1867,힐크레스트,대구 가창면 가창로 1003,4.0,"['21', '27', '5', '3', '2']",清新的園地,5.0,園區不大，但是用餐區、shopping區、烹飪教室、昆蟲館、遊樂場、吊橋、日式庭院、小動物區、森林設施應有盡有，去的時候楓葉林紅的很美。剛好有幼稚園小朋友校外參訪，處處環繞孩子們的笑聲及鳥叫聲。,2017년 4월,2017년 4월 20일 작성,중국어(타이완)
1868,힐크레스트,대구 가창면 가창로 1003,4.0,"['21', '27', '5', '3', '2']",除了環保旅遊之外，這裏沒什麼了,4.0,我們參加了國王課程。看起來很簡單，實際非常可怕。我男朋友輕而易舉完成了，而我半路就需要幫助。不過很安全。除了環保旅遊外，這裏比較適合小孩子。披薩店很棒！,,2017년 4월 1일 작성,중국어(타이완)
1869,엑스코,제공되지 않음,4.0,"['13', '18', '10', '3', '0']",조직 된 컨벤션 센터,4.0,우리는 무역 박람회에 참가했고 exco에 실속을했습니다. 대구에는 대규모 컨벤션 홀과 비즈니스 센터 및 restuarants 등의 시설이 잘 갖춰져 있습니다. wifi 시설은 일관성이 없었고 대부분의 호텔은이 곳과 멀리 떨어져있었습니다.,2017년 3월 • 비지니스,,한국어
1870,힐크레스트,대구 가창면 가창로 1003,4.0,"['21', '27', '5', '3', '2']",冬天的時候不是太好,3.0,這是我們第一次來這裏，貌似有很多準備工作要做。這裡是一個有趣的地方，但是很多東西都快要關閉了。我們去的時候是一個陽光明媚的冬日，我們希望乘雪橇，但是沒有開放，大約有兩百個人在那裡等着。這裏的山丘非常小，似乎並不能容納下這麼多的遊客。有可能是半山腰上的指示標誌有毛病，我們爬山的過程中並沒有欣賞到什麼風景。在周圍看起來這裏還是很漂亮的。這裏似乎更適合春天的時候來，所以我們會再來的。這次只能算半次失望的遊玩弗盧克的經歷。,,2016년 12월 31일 작성,중국어(타이완)
1871,힐크레스트,대구 가창면 가창로 1003,4.0,"['21', '27', '5', '3', '2']",管理得不好,3.0,[門票包含（花園+動物園+紅楓路）]平時票價： 8000韓元.我去的有點早，這裏還有點陰暗，也沒有那麼多遊客。我試着去捕捉太陽，因為天氣預報說下午會有大雨。還好，我拍到了變色的楓葉，可能對於七月的秋天來說看楓葉有些太早了。最後，我還参觀了《真愛》中宋喬恩拍攝的地方。景點管理得不好，已經有蜘蛛了。進不去樹屋，因為都是蜘蛛網了。,,2016년 10월 27일 작성,중국어(타이완)
1872,엑스코,제공되지 않음,4.0,"['13', '18', '10', '3', '0']",이벤트에 따라 달라집니다,2.0,엑스코 기본적인 컨벤션 센터에 위치한 도시. 가는 가치가 있는 경우 해당 이벤트 전시 에 관심.,2015년 9월 • 친구,번역: Asia Online Language Studio,한국어
1873,힐크레스트,대구 가창면 가창로 1003,4.0,"['21', '27', '5', '3', '2']",有趣的地方,5.0,在網上找到了那裡能做什麼的時候發現了這裏。非常有趣，每次到這裏來我們都會做高空滑索，每次都很有趣。我們選擇了比較長的路程，確保你不會恐高，因為到最後會有一點挑戰性：有一根繩索，你得在繩子上來回穿梭於樹之間，但是很有趣！瀑布也很好看，對於它展示的東西一個字也看不懂，但是看到了那裡的女孩帶着孩子們在跳舞，我們像這樣玩了三次。,,2016년 7월 19일 작성,중국어(타이완)
1874,엑스코,제공되지 않음,4.0,"['13', '18', '10', '3', '0']",흥미로운 전시,4.0,"나는 트릭 아트 전시회와 엑스코 대한 이 재미 있었어요. 하지만 저는 줄을 얻을 수 있기 때문에 일찍 가세요. 또한, 이 지역을 찾기 어려울 수 있어서 더 좋은 택시를 타고 버스에 의지할 수 있습니다.",2015년 3월 • 친구,번역: Asia Online Language Studio,한국어
1875,엑스코,제공되지 않음,4.0,"['13', '18', '10', '3', '0']",좋은 장소,4.0,우리는 4일의 회의에서 partipated 엑스코 티씨아이 - 네트워크. 머물기 좋은 곳이었습니다. 물류 개선되어야 할 수 있.,2015년 11월 • 비지니스,번역: Asia Online Language Studio,한국어
1876,힐크레스트,대구 가창면 가창로 1003,4.0,"['21', '27', '5', '3', '2']",在生態探險公園的高空索道和攀爬樹木之中玩的開心,5.0,在春天的一個工作日下午，我來到這裏。真的很喜歡生態探險公園的高空索道課程。大猩猩課程是相當容易的，但你需要有一定水平的體能。在我做完大猩猩場之後，我希望我曾嘗試的是金剛場（更長的時間，在嚇人的牆壁上開始攀登）。但我不得不說，主題公園的其餘部分都令人興奮。這裏離城市很近，因此也很容易到達。孩子遊樂區（嘉年華遊樂設施）似乎封閉了，但我不能問任何人，因為我不會說韓語。總的來說，如果你正在尋找一個令人興奮的戶外活動，我會極力推薦這裏。 :),,2016년 6월 2일 작성,중국어(타이완)
1877,엑스코,제공되지 않음,4.0,"['13', '18', '10', '3', '0']",ELSA2015,4.0,"그랜드 오프닝 ceromony. 아시아의 외과 의사 내시경 배안보개. 신과 주요한 큰 복도,, 참가자 이상의 충분한 2000",2015년 9월 • 비지니스,번역: Asia Online Language Studio,한국어
1878,힐크레스트,대구 가창면 가창로 1003,4.0,"['21', '27', '5', '3', '2']",很棒的體驗！,5.0,樹梢冒險是重要的娛樂項目之一，花費約1.5個小時。障礙很有挑戰性，飛索也很有趣。附加要素就是你得自己上去，自己掛好繩索，這非常棒。感覺更加私密，比跟隨一大群人被一個教練帶着要好。實惠的難以置信！強烈推薦金剛挑戰項目。,,2016년 4월 29일 작성,중국어(타이완)
1879,엑스코,제공되지 않음,4.0,"['13', '18', '10', '3', '0']",여행은 좋은 날,5.0,"저는 다섯 시 가 엑스포 엑스포지션 모두 다 볼 만한 - 차, 커피, 꽃, 화장, 고양이 /개. 큰 장소, 채광 및 엑스포지션 모두 아름답게 구성되어 있습니다. 이는 높은 품질의 상품. 대부분의 질문에 답변할 수 있는 충분한 영어를 구사하는 담당자가 있습니다. 쉽게 액세스 해 걸어서 버스를 타고. 있는 음식, 숙박 및 쇼핑 지역도. 특히나 사랑하는 강아지 / 고양이 공연 해설 이 다음에 다시 참석하고 싶어요.",2015년 5월 • 친구,번역: Asia Online Language Studio,한국어
1880,힐크레스트,대구 가창면 가창로 1003,4.0,"['21', '27', '5', '3', '2']",在秋季非常美丽,3.0,"我喜欢安静地散步，给这些秋天色彩丰富的树木拍照。我们品尝了有趣的鲜花沙拉。由于时间限制，我们没有去公园的每一个角落，或许这就是为什么我们在这里没有看到任何为孩子准备的娱乐设施。著名韩剧《没关系,是爱情》的拍摄地，所以这里有很多疯狂的粉丝。顺便来访。",,2015년 11월 11일 작성,중국어(타이완)
1881,힐크레스트,대구 가창면 가창로 1003,4.0,"['21', '27', '5', '3', '2']",高空滑索——貪圖刺激者最愛！,5.0,Herb Hillz是個適合全年齡段遊客的景點。高空滑索是其中一個最大亮點，有為全年齡段開放的課程，和相對應的等級。花園打理得很漂亮。當我們沒時間遊完整個公園的時候，這絕對是個值得一遊的景點。我會再來的！,,2015년 8월 18일 작성,중국어(타이완)
1882,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",日本語パンフあり,3.0,シティーツアーでいきました。日本語の説明文が看板にも書いてあり、パンフレットも日本語のものがもらえます。,2019년 4월 • 가족,2019년 7월 6일 작성,일본어
1883,대구 불로동 고분군,제공되지 않음,4.0,"['13', '13', '8', '0', '0']",초등학생 이상이라면 추천.,4.0,"어른댁 가는 길에 방문.
경주에서나 볼 수 있는 고분(무덤)들이 아주 많음.
고분 사이로 다닐 수 있는 산책길이 있어 아이와 다니기 좋음.
유아들에겐 설명이 어려워 초등학생 이상이라면 교육적인 활동이 가능",2020년 6월 • 가족,2020년 6월 2일 작성,한국어
1884,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",大邱の名刹,4.0,"宿から急行1に乗って行きました。동화사입구という停留所もありますが、一つ手前の동화교というバス停で降りた方が、歩く距離が少ないようです。
工事も終わってとてもきれいになりました。どこをとっても見ごたえがあります。郊外かつ山の中なので、行くのは少し大変ですが、ぜひ一度行ってみてください。
ちなみに、동화사입구で降りるとケーブルカー乗り場があるそうです。お参りの帰りにケーブルカーで山の空気を感じるのも良いかもしれません。",2018년 12월 • 친구,2019년 3월 21일 작성,일본어
1885,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",シティツアーで行きました。,4.0,"シティツアーの八公山コースに参加したときに行きました。
入場料は2500w。
日本語が話せる観光ガイドさんがいたので、1時間かけて一緒に歩いて、丁寧に説明してもらえました。",2018년 11월 • 가족,2019년 1월 30일 작성,일본어
1886,대구 불로동 고분군,제공되지 않음,4.0,"['13', '13', '8', '0', '0']",미니 경주,5.0,대구 동구에 위치한 불로동 고분군입니다. 그냥 있다고 해서 지나가는 길에 들렀는데 미니 경주 같은 느낌? 한 편으로는 서울 올림픽 공원 같은 분위기이기도 합니다. 추천!,2019년 6월,2020년 1월 15일 작성,한국어
1887,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",八公山のふもと,4.0,"市街地から急行1系統バスで乗った終点１個手前から、坂道を上った先に入り口があります。入場料2500KRWです。
入り口からトンネルを抜けてちょっと歩いた先に寺院があります。",2018년 6월 • 개인,2018년 6월 17일 작성,일본어
1888,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",나들이하기 좋아요,4.0,"가족끼리 봄.가을로 나들이하고 사진찍고
좋은공기 마시고 꽃구경 실컷하고 돌아왔습니다
대구 근교라서 자동차타고 드라이브겸해서 갔다오기 좋습니다.",2016년 9월 • 가족,2017년 4월 11일 작성,한국어
1889,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",テグ郊外の大きな寺,4.0,地球の歩き方に出ている地下鉄の駅から、急行①のバスで行きました。地下鉄2番出口を出るとすぐバス停です。寺の入口まで40分くらいですね。ただし、注意が必要です。わたしが行った日（2018年3月22日）は三枚目の写真にあるように、門が工事中では入れませんでした。ですので、Dohwasaバス停から一つ戻ってDonghwagyoバス停近くの門から入りました。坂を下りながら20〜30分歩いたでしょうか。これから行かれる人は十分調べてから行ったほうがいいと思います。寺自体は広くてなかなかいい感じだと思います。,2018년 3월 • 개인,2018년 3월 22일 작성,일본어
1890,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",가족끼리 나들이 가기 좋아요,5.0,"나들이 다니기 좋아요

언덕이 있어서 유모차를 가지고 다니기에는 좀 불편하지만 그렇게 급격한 경사는 없어요

주차장은 여러 곳이 있지만 입구쪽 주차장은 산을 반쯤은 차로 올라갈 수 있어서 좋아요",2017년 2월 • 가족,2017년 2월 8일 작성,한국어
1891,대구 불로동 고분군,제공되지 않음,4.0,"['13', '13', '8', '0', '0']",천년의 역사가 숨쉬는 곳! 불로동 고분군,5.0,그냥 잠시 들리는 곳이 아니라 불로동 고분군을 들어가 산책하면 정말 다른 세상을 거닐고 있는 듯한 느낌이 듭니다. 특히 외국인들이 좋아하더라구요,2018년 11월 • 친구,2019년 3월 19일 작성,한국어
1892,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",八公山の麓にあります,3.0,大邱郊外にある八公山の麓にある古刹、１５００年前に極達和尚により創建された大きな寺院、境内に大雄殿、鳳凰楼、三層石像などあります、展示館もあるので時間をかけて見るといいです。,2017년 10월 • 개인,2017년 10월 23일 작성,일본어
1893,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",大きなお寺さんです。,4.0,"広大な敷地を持ち、長い歴史を持つ大きなお寺さんです。
寺院にはボランティアの観光案内の方もおり〔私の時は日本語の方はおらず、英語の方でした、必要により出勤確認すべきでしょう）、お寺の歴史、建物の意味を教えてくれ、造詣を深められます。

地元に根付いており、観光客だけでなく、参拝者が多いので、邪魔しないような配慮してあげる必要があります。

また、でかい仏像があるところはやたら近代的で趣というものはともかく、写真映えはします。",2017년 8월 • 가족,2017년 9월 23일 작성,일본어
1894,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",좋습니다,5.0,국화축제 마지막날 방문했어요. 잘 꾸며졌고 인위적이지않은 자연의 모습을 볼 수 있어 더 좋았습니다.,2016년 11월 • 가족,2016년 11월 16일 작성,한국어
1895,대구 불로동 고분군,제공되지 않음,4.0,"['13', '13', '8', '0', '0']",대구에도 이런곳이?,3.0,대구에도 이런곳이 있나하고 가보았어요 저는 운저연수하면서 이리저리 외곽으로 다녀보았는데 의외로 드라이빙 코스더라구요,2018년 11월 • 커플,2019년 2월 18일 작성,한국어
1896,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",대구 수목원,4.0,"가족들과 나들이 하기에 너무 좋은곳입니다.
매일 8시부터 19시까지 입장이 가능한곳입니다.
놀라운것은 무료로 입장이 가능하여 맘껀 산책도 하고 식물원에서 귀한 식물들을 구경할수있어서 좋았습니다.
평지라 걷기도 힘들지 않은 곳입니다.",2016년 5월 • 커플,2016년 10월 25일 작성,한국어
1897,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",立派なお寺です。,4.0,"大邱シティツアーで訪問しました。
ツアー代金のほかに拝観料を２５００ｳｵﾝを払います。
一部工事をしていますが、広い敷地内に
テンプルステイする場所もあります。
また、境内には南北統一を祈願して建立した高さ３３メートルの統一薬師如来大仏もあります。",2016년 9월 • 개인,2016년 9월 13일 작성,일본어
1898,대구 불로동 고분군,제공되지 않음,4.0,"['13', '13', '8', '0', '0']",아이들 뛰놀기 좋은 곳,5.0,"아직 관리가 미흡하지만 피크닉하기 좋은 장소입니다.
넓은 공간과 아직 홍보가 덜 되어서 사람들도 적어서 조용해요.
가을에 밤 주으러 오시는 분들 많구요. 감나무에 감도 많이 열려서 그거 따러 오시는 분들도 있더라구요. 유모차로 한바퀴 돌기에도 좋아요.",2018년 9월 • 가족,2019년 1월 29일 작성,한국어
1899,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",산책하기 좋은곳,5.0,부모님모시고 가끔 산책하러 가요. 봄이나 여름에 가면 꽃도 많고 볼거리도 많아요. 돋자리와 도시락 싸서 가면 더 오래 즐기다가 올수 있어요.,2016년 2월 • 가족,2016년 9월 1일 작성,한국어
1900,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",テグ観光にいい,4.0,"テグ観光で訪れました。
ちょっと交通の便はよくないですが
見ごたえありでした。
観光客より地元の方の方が多かったです。",2015년 8월 • 친구,2016년 6월 8일 작성,일본어
1901,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",편하게 산책하기 좋아요,4.0,"주차장이 잘 되어 있어서 가족 나들이 가기 좋습니다.
특히나 아직 애기가 어려서 유모차를 가지고 다녀야 하는데 계단이 거의 없어서 다니기 정말 좋아요.",2016년 7월 • 가족,2016년 8월 22일 작성,한국어
1902,대구 불로동 고분군,제공되지 않음,4.0,"['13', '13', '8', '0', '0']",대구에서도 잘 알려지지 않은 이국적인 곳,5.0,"마치 필리핀 보홀의 초콜릿힐과 같은.. 축소판 같기도 합니다. 다만 이는 자연현상에서 만들어진 것이 아니라 모두 고분입니다.
잘 알려지지 않아서 사람도 많이 없고 아직은 가족끼리 연인끼리 조용히 걷기에 좋아요.
가을에는 밤나무 감나무에 열매들이 주렁주렁 열려서 밤따러 감따러 가도 될 것 같아요.",2017년 7월 • 가족,2018년 1월 1일 작성,한국어
1903,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",精進料理教室に参加,3.0,桐華寺で開催された精進料理教室に参加してきました。人数が多かったので、タクシーに分乗しましたがバスが出ています。大邱中心部からはタクシーで30分ほどかかりました。自然豊かな環境で夏でも涼しかったです。秋の紅葉がキレイだということなので、秋の時期がお勧めかと思います。,2015년 7월 • 친구,2015년 7월 30일 작성,일본어
1904,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",쓰레기 매립장의 환상적인 메이크오버,5.0,"이 풍요로운 산림과 다양한 식생이 한 때는 대구 쓰레기 매립장이었다는 것을 상상한다는 것은 거의 불가능에 가깝다. 달서구, 달성군 인근 주민들에게는 대구 수목원이 마치 허파와 같다.",2016년 7월 • 커플,2016년 8월 20일 작성,한국어
1905,수성못,제공되지 않음,4.0,"['15', '23', '11', '3', '0']",Un but de sortie nocturne,3.0,Plan d'eau en lisière de la ville. C'est proche de la montagne mais pour autant l'ambiance générale est urbaine. Jets d'eau + lumières + laser. Sortie agréable le soir pour côtoyer des Coréens en balade. Des chanteurs contribuent à donner une ambiance décontractée. Cela peut-être un but de sortie si vous passez du temps à Daegu. Plein de restaurants aux alentours.,2019년 6월 • 커플,2019년 6월 4일 작성,프랑스어
1906,대구 불로동 고분군,제공되지 않음,4.0,"['13', '13', '8', '0', '0']",여유롭게 산책할 수 있는 고분군,5.0,"불로동에 위치하여 고속도로 팔공IC에서 5분 거리에 있다.
고분이 셀 수 없이 많이 있어 신기하며 산책로가 완만하여 산책하기 좋은 곳..갈대도 있어 사진찍기에도 좋음",2017년 10월 • 커플,2017년 11월 28일 작성,한국어
1907,수성못,제공되지 않음,4.0,"['15', '23', '11', '3', '0']",Une belle occasion de promenade autour du lac et sur le lac,4.0,"C'est un lieu très prisé des habitants de Daegu. Il y a de l'espace, de l'air, des distractions (les fameux bateaux-canards ""oribae""), des restaurants (un peu chers sauf un ou deux), des cafés. On y trouve également quelques éléments à la mémoire du poète Yi Sang-hwa, originaire de Daegu.",2018년 6월 • 커플,2018년 7월 10일 작성,프랑스어
1908,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",넓고 잘 정돈되어 있는 수목원,5.0,"주차장도 확장되었고 입구 근처 카페들도 많이 생겨났어요.
꽤 넓은 공간이라 여유롭게 산책하며 즐기기에 좋습니다.
날씨가 좋을 때는 돗자리에 앉아 놀아도 좋아요.",2015년 10월 • 가족,2016년 8월 1일 작성,한국어
1909,대구 불로동 고분군,제공되지 않음,4.0,"['13', '13', '8', '0', '0']",좋은곳이지만 좀더 관리가 필요해보입니다,4.0,"대구에 이런곳이 있는지 잘 모르시는 분들이 많을거 같습니다
주변 경치도 좋고 한적하게 시간을 보낼수 있습니다 개발되지 않은 그대로의 모습도 나쁘진 않습니다만 관광자원화가 되지 않아서인지 좀 방치되어 있는 느낌도 받았습니다",2017년 4월 • 커플,2017년 11월 21일 작성,한국어
1910,수성못,제공되지 않음,4.0,"['15', '23', '11', '3', '0']",Juste un plan d'eau,2.0,"Assez décevant car il s'agit d'un lac artificiel sans aucun intérêt, aucune structure mis à part quelques appareils de muscu.....",2016년 10월 • 커플,2016년 11월 10일 작성,프랑스어
1911,대구 불로동 고분군,제공되지 않음,4.0,"['13', '13', '8', '0', '0']",사진찍기좋아요,4.0,"여름에가면 사진찍기좋아요
커플들끼리 와서 사진찍는걸 많이 볼수있어요
여름에 가볼만합니다다다",2017년 5월 • 커플,2017년 11월 20일 작성,한국어
1912,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",아늑하고 쾌적해요,4.0,"주차시설도 잘 되어 있고, 주변 먹거리 시설도 많이 생겼어요. 수목원은 아늑하고 필요한 시설도 잘 구비되어 있습니다. 특히 가을에는 국화 전시회를 하는데 전 이 전시회를 매년 기다립니다.",2015년 10월 • 가족,2016년 7월 28일 작성,한국어
1913,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",너무좋아요 ㅎㅎ,5.0,"주말엔 차가너무 막혀서 택시타도 입구근처에 내려서5분정도 걸어가야될정도에요 ㅠ
토피어리처럼? 무튼 만든 예쁜 식물구조물들이 많아서 사진찍기좋아요",2016년 5월 • 친구,2016년 7월 13일 작성,한국어
1914,대구 불로동 고분군,제공되지 않음,4.0,"['13', '13', '8', '0', '0']",가족들과 산책하기 좋은곳,4.0,"우연히 지나가다 안내판을 보고 찾아간곳인데, 삼국시대의 고분들이 아주 넓은 곳에 분포되어 있습니다,생각외로 너무 좋았습니다. 무료 주차장도 있어 편하였고, 아이들과 산책하며 역사공부하기에 딱 좋은 곳이었습니다.
시내와는 거리가 좀 있지만 다음에도 아이들과 다시 산책겸 나들이 장소로 다시 가보고 싶은곳입니다.",2017년 8월 • 가족,2017년 11월 19일 작성,한국어
1915,경상감영공원,제공되지 않음,3.5,"['11', '20', '16', '3', '1']",거마비로 하마비를 세우다,5.0,"조선시대 경상감영은 옛 조상들의 역사적인 스토리와 정서를 살펴볼수 있는 곳입니다.
종각과 선화당,공원을 수놓은 꽃들이 3월의 봄을 화려하게 장식하고 있습니다.
봄꼭여행지로 추천드립니다.",2021년 3월,2021년 4월 4일 작성,한국어
1916,경상감영공원,제공되지 않음,3.5,"['11', '20', '16', '3', '1']",대구 중앙에 있는 공원,4.0,"옛 경상감영이 있던 자리에 만들어진 공원.
역사적으론 유명하나 어르신들과 노숙자들이 많아 아이 데려가기엔 적합치는 않은 곳.
나무, 벤치가 있어 잠시 쉬기에 좋음.",2020년 5월 • 가족,2020년 6월 2일 작성,한국어
1917,경상감영공원,제공되지 않음,3.5,"['11', '20', '16', '3', '1']",한번쯤 걸어볼만함,4.0,경상감영공원에서는 대구에 유일하게 남아있는 두 채의 관아건물을 볼 수 있어요. 관아건물을 쉽게 볼 수 없는 우리나라에서 귀한 가치를 지니고...있다고 합니다. 시내에 한적한 공원이 있어요,2018년 7월 • 가족,2019년 4월 2일 작성,한국어
1918,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",Prachtig uitzicht,4.0,Een lange hike met een fantastisch uitzicht op de top. Aanrader is om vlak voor zonsondergang op de top aan te komen zodat je het daar bij zowel dag als nacht het uitzicht kan bewonderen.,2016년 1월 • 친구,2016년 11월 11일 작성,네덜란드어
1919,경상감영공원,제공되지 않음,3.5,"['11', '20', '16', '3', '1']",중구에 위치한 경상감영공원,5.0,대구시내 가운데 위치하고 있죠. 근대골목 투어하다가 이곳도 들렸는데 분위기가 좋아요~ 주변에는 또 여러 박물관도 있고요,2018년 11월 • 친구,2018년 12월 19일 작성,한국어
1920,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",Fantastische hike met prachtig uitzicht,5.0,"Het beklimmen van Mt. Apsan is een leuke uitdaging en een zeer geschikt buitenactiviteit, zelfs bij warm weer (veel schaduw tijdens hike). Klim halverwege de middag via een van de hike paden de berg op, loop een uurtje over de hoogste punten van de berg en zorg dat je vlak voor zonsondergang op het uitkijkpunt bent dat zich aan de zijde van de stad bevindt. Fantastisch uitzicht en grotendeels kun je vanaf daar via een trap naar beneden.",2016년 8월 • 친구,2016년 9월 28일 작성,네덜란드어
1921,경상감영공원,제공되지 않음,3.5,"['11', '20', '16', '3', '1']",더워서 방문했어요,3.0,너무 더워서 시내에서 걷다가 쉬기 위해서 방문했습니다. 벌레가 조금 있기는 했지만 벤치에 앉아서 쉬기에는 좋았어요 밤에 산책하면 좋을 것 같아요,2018년 6월 • 친구,2018년 9월 9일 작성,한국어
1922,경상감영공원,제공되지 않음,3.5,"['11', '20', '16', '3', '1']",도심 속의 역사 휴식처!,4.0,"왜란이 끝난 후 1601년 경상감영이 설치되면서 대구는 경상도의 중심의 역할을 이어왔다. 옛 감영 지역은 이후로도 1960년대까지 경상북도 청사로 사용되다 이전하면서 1970년 '중앙공원'으로 조성된 데 이어 1997년 '경상감영공원'으로 개명되었다. 1972년 대구 유형문화재 각각 제 1, 2호로 지정된 선화당과 징청각이 있으며, 이들은 대구시내 단 두 관아들로 현재까지 남아 있는 조선시대 관청 건물이 적은 것은 물론 발굴 조사 결과 감영지로 확인되면서 왜란 후 8도의 관아 구성을 보여주는 역사적·학술적 가치를 높게 인정받아 2017년 4월 26일 사적 제 538호 '대구 경상감영지'로 지정되었다. 주위가 현대화되면서 현대화된 빌딩들로 둘러싸이는 도시 속에서도 옛 모습을 담은 열린 휴식처로 옆의 근대역사관을 묶어 볼 수 있는 곳이며, 단지 예전의 관청 건물뿐 아니라 공원 조성으로 등장한 볼거리들도 있다.",2017년 7월 • 개인,2018년 2월 26일 작성,한국어
1923,경상감영공원,제공되지 않음,3.5,"['11', '20', '16', '3', '1']",도심속 작은 오아시스,3.0,"경싱감영공원은 말 그대로 지금의 도청 같은곳으로 조선시대 경상도의 도청청사였던 곳입니다. 도심 빌딩속에 나무와 한옥과 작은정자 까지 있어 도심의 오아시스같은 역활을 하는곳입니다.
지하철 중앙로역에서 아주 자까우며 봄에는 여러 꽃들이 피고 7,8월에는 맥문동과 배롱나무 꽃들이 만발하여 유적지의역활과 산책과 그냥 편히 휠링할수 있는 휴게소 같은 곳입니다.",2017년 8월 • 가족,2017년 11월 17일 작성,한국어
1924,경상감영공원,제공되지 않음,3.5,"['11', '20', '16', '3', '1']",사진만큼 아름답지는 않다.,3.0,적당히 산책하기는 좋으나 노인들이 많고 무엇보다 유해동물이자 혐오동물에 가까운 비둘기들이 많이 서식한다.,2017년 7월 • 개인,2017년 7월 31일 작성,한국어
1925,경상감영공원,제공되지 않음,3.5,"['11', '20', '16', '3', '1']",대구근대문화거리의 종착점,4.0,전라감영은 구 전북도청이 있어서 없어졌지만 이 곳은 공원 형태로 보존해서 신기했습니다. 지금은 휴식처로 보존되서 신기했습니다. 이 곳을 기점 혹은 종점으로 근대문화유산을 볼 수 있을 듯합니다. 근처에 박물관이 있는데 월요일에는 쉬어서 방문하지는 못했습니다.,2016년 2월 • 친구,2016년 11월 21일 작성,한국어
1926,경상감영공원,제공되지 않음,3.5,"['11', '20', '16', '3', '1']",도심속에 있어 좋습니다.,4.0,도심과 가까워 관광하기에 편리합니다. 조선시대 관찰사가 감영을 하던 건물이 있는 곳입니다. 녹음 짙은 나무들이 많아서 휴식처로써 기능을 하고 있습니다.,2015년 8월 • 친구,2016년 7월 16일 작성,한국어
1927,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",テグ一番有名な寺,4.0,"パルゴン山の奥にある大きい寺です。
テグでは一番有名な寺であり、市民が多く訪れます。
交通手段はバスですが、かなり山道を走りますので
乗り物によう人には注意を",2013년 11월 • 친구,2014년 9월 7일 작성,일본어
1928,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",広い,4.0,ローカルバスを降りると駐車場が見え、そこで入場券を買いましたが、パンフレットは無いと言われ、チケットの裏にかかれている小さな地図をたよりに観光することになりました。駐車場を超えて少し行くと、大きな案内図がありましたが、道沿いに歩いていけば、矢印などで建物の名前などが表示されていたので、大丈夫でした。大仏は想像していたよりかなり大きく、しばらく見上げてしまいました。バス停からかなり歩きますし、階段も多いので、歩きやすい靴で行きましょう。,2012년 4월 • 개인,2012년 5월 8일 작성,일본어
1929,동화사,제공되지 않음,4.5,"['89', '62', '17', '3', '2']",すばらしいお寺です,5.0,八広山中腹にあるお寺ですが、敷地がものすごく広い。ハイキングするくらいの気持ちで行ったほうがよいでしょう。気持ちの安らぐ場所です。,2010년 5월,2011년 1월 5일 작성,일본어
1930,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",아름다운 대구 수목원,4.0,"다양한 꽃과 수목들, 학생들 학업에도 도움될 여러 정보들, 특히 현대인들에게 힐링을 선사할 아름다운 숲속 휴식처들이 좋다",2016년 7월 • 개인,2016년 7월 10일 작성,한국어
1931,대구수목원,대구 달서구 화암로 342,4.5,"['45', '45', '8', '2', '1']",대구 수목원,4.0,"과거 대구 수목원은 쓰레기장이였으나, 이를 매립하여 수목원으로 구성하였다. 이러한 모습들을 체험관(?)형식으로 구성되어 아이들에게 교육으로도 괜찮을듯 하다.",2016년 7월 • 가족,2016년 7월 5일 작성,한국어
